student_id,term_id,program_id,level,attempted_credits,attendance_status,census_enrolled,reportable,academic_status
S0027430,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0019309,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0029480,2023FA,PENG,UG,12,F,1,1,Good Standing
S0008338,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0012230,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0003326,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0014501,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0001737,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0008181,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0004557,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0030964,2023FA,PENG,UG,12,F,1,1,Good Standing
S0004657,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0014283,2023FA,PBUS,UG,12,F,1,1,Academic Warning
S0021327,2023FA,PMATH,UG,15,F,1,1,Academic Warning
S0028145,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0030570,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0019677,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0013398,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0027418,2023FA,PENG,UG,12,F,1,1,Good Standing
S0001174,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0029823,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0007704,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0030373,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0032059,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0010685,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0017657,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0009952,2023FA,PENG,UG,12,F,1,1,Good Standing
S0021565,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0016416,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0000823,2023FA,PMATH,UG,6,P,1,1,Academic Warning
S0027662,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0027160,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0012653,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0031518,2023FA,PGEN,UG,15,F,1,1,Academic Warning
S0007637,2023FA,PENG,UG,6,P,1,1,Good Standing
S0021976,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0022707,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0030968,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0015450,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0005805,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0023834,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0022859,2023FA,PGEN,UG,15,F,1,1,Academic Warning
S0006501,2023FA,PENG,UG,12,F,1,1,Good Standing
S0023916,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0028808,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0006978,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0018054,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0027767,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0016377,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0031697,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0000118,2023FA,PENG,UG,12,F,1,1,Good Standing
S0028628,2023FA,PBIO,UG,15,F,1,1,Academic Warning
S0013190,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0024019,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0024357,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0012797,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0031835,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0016909,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0018146,2023FA,PENG,UG,12,F,1,1,Good Standing
S0001552,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0004606,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0030899,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0024111,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0028341,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0014438,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0028322,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0004084,2023FA,PENG,UG,12,F,1,1,Good Standing
S0017209,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0026127,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0014528,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0024416,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0017798,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0008357,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0003392,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0030162,2023FA,PENG,UG,6,P,1,1,Good Standing
S0027504,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0027062,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0021808,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0029395,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0015166,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0000124,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0029661,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0023896,2023FA,PENG,UG,12,F,1,1,Good Standing
S0013460,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0012401,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0019066,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0001998,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0023790,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0007273,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0009994,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0028707,2023FA,PENG,UG,12,F,1,1,Academic Warning
S0006293,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0018341,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0031744,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0029959,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0000129,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0003400,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0021504,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0022611,2023FA,PENG,UG,12,F,1,1,Good Standing
S0027052,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0013800,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0007187,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0015436,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0026284,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0003005,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0030800,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0006623,2023FA,PENG,UG,12,F,1,1,Good Standing
S0003782,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0031332,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0028775,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0031878,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0004529,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0021993,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0001974,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0022783,2023FA,PENG,UG,6,P,1,1,Good Standing
S0031502,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0030337,2023FA,PBUS,UG,12,F,1,1,Academic Warning
S0029370,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0022548,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0014488,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0031116,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0028785,2023FA,PGEN,UG,15,F,1,1,Academic Warning
S0012026,2023FA,PENG,UG,12,F,1,1,Good Standing
S0009137,2023FA,PBIO,UG,15,F,1,1,Academic Warning
S0027337,2023FA,PBUS,UG,6,P,1,1,Academic Warning
S0023002,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0006060,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0014574,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0019301,2023FA,PPSY,UG,12,F,1,1,Academic Warning
S0001428,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0011121,2023FA,PENG,UG,12,F,1,1,Good Standing
S0004562,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0015949,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0024071,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0023680,2023FA,PEDU,UG,6,P,1,1,Academic Warning
S0021371,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0027115,2023FA,PPSY,UG,12,F,1,1,Academic Warning
S0023693,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0021227,2023FA,PENG,UG,12,F,1,1,Academic Warning
S0031294,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0019439,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0005470,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0022997,2023FA,PEDU,UG,12,F,1,1,Academic Warning
S0029915,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0029168,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0003749,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0014401,2023FA,PENG,UG,12,F,1,1,Good Standing
S0032016,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0021093,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0026796,2023FA,PMATH,UG,6,P,1,1,Academic Warning
S0030387,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0021981,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0022366,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0016704,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0014887,2023FA,PENG,UG,6,P,1,1,Good Standing
S0012757,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0023769,2023FA,PBUS,UG,12,F,1,1,Academic Warning
S0028315,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0030682,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0023822,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0009240,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0024444,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0001158,2023FA,PENG,UG,12,F,1,1,Good Standing
S0023859,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0030118,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0015823,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0029775,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0003580,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0030499,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0018599,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0021158,2023FA,PENG,UG,12,F,1,1,Good Standing
S0024092,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0027107,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0023052,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0018703,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0010886,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0013226,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0031134,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0019214,2023FA,PENG,UG,12,F,1,1,Good Standing
S0024455,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0023976,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0001969,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0005003,2023FA,PEDU,UG,12,F,1,1,Academic Warning
S0013296,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0023361,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0010491,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0030868,2023FA,PENG,UG,12,F,1,1,Good Standing
S0012740,2023FA,PBIO,UG,15,F,1,1,Academic Warning
S0024065,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0015662,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0010666,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0031597,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0023332,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0030626,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0026992,2023FA,PENG,UG,6,P,1,1,Good Standing
S0000910,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0030313,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0014752,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0014720,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0026653,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0023150,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0000804,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0024245,2023FA,PENG,UG,12,F,1,1,Good Standing
S0022474,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0009246,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0029161,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0017348,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0003477,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0019101,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0011609,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0031477,2023FA,PENG,UG,12,F,1,1,Good Standing
S0003461,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0004197,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0025424,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0000635,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0029514,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0015148,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0018284,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0004180,2023FA,PENG,UG,12,F,1,1,Good Standing
S0005409,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0028629,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0028210,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0030754,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0006884,2023FA,PCRJ,UG,15,F,1,1,Academic Warning
S0030969,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0011655,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0023336,2023FA,PENG,UG,12,F,1,1,Good Standing
S0004774,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0021801,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0006693,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0008061,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0021961,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0026673,2023FA,PPSY,UG,12,F,1,1,Academic Warning
S0030320,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0012661,2023FA,PENG,UG,6,P,1,1,Good Standing
S0016260,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0029793,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0019220,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0001095,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0000377,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0029000,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0018236,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0029064,2023FA,PENG,UG,12,F,1,1,Good Standing
S0019679,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0027348,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0000166,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0003706,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0022465,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0027188,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0018572,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0010006,2023FA,PENG,UG,12,F,1,1,Good Standing
S0028320,2023FA,PBIO,UG,15,F,1,1,Academic Warning
S0030965,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0031838,2023FA,PMATH,UG,15,F,1,1,Academic Warning
S0021216,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0021224,2023FA,PCRJ,UG,15,F,1,1,Academic Warning
S0023949,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0005891,2023FA,PGEN,UG,15,F,1,1,Academic Warning
S0026863,2023FA,PENG,UG,12,F,1,1,Good Standing
S0028643,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0022798,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0031926,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0011605,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0028041,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0025610,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0006531,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0010687,2023FA,PENG,UG,12,F,1,1,Good Standing
S0008318,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0022220,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0011083,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0029114,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0015873,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0015779,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0001001,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0026314,2023FA,PENG,UG,6,P,1,1,Good Standing
S0027353,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0028336,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0028712,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0029198,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0029701,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0005180,2023FA,PPSY,UG,12,F,1,1,Academic Warning
S0005831,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0003776,2023FA,PENG,UG,12,F,1,1,Good Standing
S0014255,2023FA,PBIO,UG,15,F,1,1,Academic Warning
S0023011,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0017368,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0029469,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0021309,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0005383,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0026684,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0016472,2023FA,PENG,UG,12,F,1,1,Good Standing
S0030326,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0029176,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0007121,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0013775,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0023631,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0016066,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0025414,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0003239,2023FA,PENG,UG,12,F,1,1,Good Standing
S0018491,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0000404,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0019041,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0010095,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0001822,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0031114,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0028347,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0029170,2023FA,PENG,UG,12,F,1,1,Good Standing
S0008750,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0027506,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0001297,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0007414,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0026413,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0027626,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0022873,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0015084,2023FA,PENG,UG,6,P,1,1,Academic Warning
S0031646,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0010238,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0026230,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0025359,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0029328,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0000919,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0014448,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0015283,2023FA,PENG,UG,12,F,1,1,Good Standing
S0015179,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0031501,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0027202,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0024138,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0019480,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0028385,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0031895,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0029468,2023FA,PENG,UG,12,F,1,1,Good Standing
S0030766,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0031052,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0028718,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0000746,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0017868,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0006974,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0012091,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0025674,2023FA,PENG,UG,12,F,1,1,Good Standing
S0028817,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0023356,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0022984,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0009025,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0022013,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0003994,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0005395,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0001594,2023FA,PENG,UG,12,F,1,1,Good Standing
S0011517,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0008040,2023FA,PBUS,UG,12,F,1,1,Academic Warning
S0015199,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0011093,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0026784,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0017520,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0025718,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0015592,2023FA,PENG,UG,6,P,1,1,Good Standing
S0022755,2023FA,PBIO,UG,15,F,1,1,Academic Warning
S0022737,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0030047,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0026964,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0025707,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0012107,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0014904,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0008016,2023FA,PENG,UG,12,F,1,1,Good Standing
S0007478,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0000918,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0019372,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0030809,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0000351,2023FA,PCRJ,UG,15,F,1,1,Academic Warning
S0027384,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0010288,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0027335,2023FA,PENG,UG,12,F,1,1,Good Standing
S0018662,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0001868,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0029905,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0013012,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0023085,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0031647,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0020641,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0005201,2023FA,PENG,UG,12,F,1,1,Good Standing
S0007236,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0029320,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0023632,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0007709,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0017744,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0000476,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0011915,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0028950,2023FA,PENG,UG,12,F,1,1,Good Standing
S0022543,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0019168,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0023252,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0008830,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0022711,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0010481,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0026798,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0026397,2023FA,PENG,UG,6,P,1,1,Good Standing
S0002067,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0018902,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0018776,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0018720,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0007263,2023FA,PCRJ,UG,6,P,1,1,Good Standing
S0001922,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0011014,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0023731,2023FA,PENG,UG,12,F,1,1,Good Standing
S0014600,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0029137,2023FA,PBUS,UG,6,P,1,1,Good Standing
S0001499,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0000198,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0013254,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0000975,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0031982,2023FA,PGEN,UG,6,P,1,1,Good Standing
S0028484,2023FA,PENG,UG,12,F,1,1,Good Standing
S0000251,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0010612,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0010027,2023FA,PMATH,UG,15,F,1,1,Academic Warning
S0001588,2023FA,PEDU,UG,6,P,1,1,Good Standing
S0013234,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0003755,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0019018,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0017261,2023FA,PENG,UG,12,F,1,1,Good Standing
S0023068,2023FA,PBIO,UG,6,P,1,1,Good Standing
S0030323,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0022767,2023FA,PMATH,UG,15,F,1,1,Good Standing
S0010091,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0031263,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0000768,2023FA,PPSY,UG,6,P,1,1,Good Standing
S0008748,2023FA,PGEN,UG,15,F,1,1,Academic Warning
S0017752,2023FA,PENG,UG,12,F,1,1,Good Standing
S0028900,2023FA,PBIO,UG,15,F,1,1,Good Standing
S0006538,2023FA,PBUS,UG,12,F,1,1,Good Standing
S0020685,2023FA,PMATH,UG,6,P,1,1,Good Standing
S0029924,2023FA,PEDU,UG,12,F,1,1,Good Standing
S0001711,2023FA,PCRJ,UG,15,F,1,1,Good Standing
S0010973,2023FA,PPSY,UG,12,F,1,1,Good Standing
S0005433,2023FA,PGEN,UG,15,F,1,1,Good Standing
S0030708,2023FA,PENG,UG,6,P,1,1,Good Standing
