student_id,birth_year,gender,race_ethnicity,residency,first_generation,pell_eligible,entry_term_id,entry_type,degree_seeking,ftft_cohort_term_id,primary_program_id
S0015755,2001,Woman,White,In-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0015756,2005,Woman,Hispanic or Latino,Out-of-state,0,0,2020FA,Transfer,1,,PEDU
S0015757,1990,Unknown,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0015758,1994,Unknown,Asian,In-state,0,0,2020FA,Transfer,1,,PBUS
S0015759,1983,Unknown,Nonresident,In-state,0,0,2020FA,Transfer,1,,PEDU
S0015760,2003,Unknown,Asian,In-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0015761,2005,Unknown,American Indian or Alaska Native,Out-of-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0015762,1984,Woman,Nonresident,International,0,0,2020FA,Transfer,1,,PENG
S0015763,1996,Nonbinary,Black or African American,International,0,0,2020FA,Transfer,1,,PENG
S0015764,1998,Nonbinary,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PMATH
S0015765,1995,Nonbinary,White,Out-of-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0015766,1989,Nonbinary,Black or African American,In-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015767,1998,Nonbinary,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015768,1995,Unknown,American Indian or Alaska Native,In-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0015769,2002,Man,White,Out-of-state,0,1,2020FA,Continuing/Other,1,,PENG
S0015770,1988,Unknown,White,Out-of-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0015771,1982,Man,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0015772,1993,Woman,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0015773,1989,Unknown,Two or more races,International,0,0,2020FA,Transfer,1,,PBUS
S0015774,1985,Nonbinary,Nonresident,International,0,1,2020FA,Continuing/Other,1,,PGEN
S0015775,1982,Nonbinary,American Indian or Alaska Native,In-state,1,0,2020FA,Continuing/Other,1,,PBUS
S0015776,1984,Man,Two or more races,In-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0015777,1986,Nonbinary,Asian,In-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0015778,1978,Unknown,Hispanic or Latino,Out-of-state,0,0,2020FA,Transfer,1,,PCRJ
S0015779,1983,Nonbinary,Nonresident,Out-of-state,0,0,2020FA,Transfer,1,,PCRJ
S0015780,1988,Woman,Hispanic or Latino,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015781,2006,Man,Nonresident,International,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015782,1991,Man,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0015783,1978,Nonbinary,Hispanic or Latino,International,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015784,1988,Nonbinary,Hispanic or Latino,In-state,0,0,2020FA,Transfer,1,,PBUS
S0015785,1981,Nonbinary,Asian,Out-of-state,1,1,2020FA,Continuing/Other,1,,PEDU
S0015786,1983,Unknown,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0015787,2001,Man,American Indian or Alaska Native,International,0,0,2020FA,Transfer,1,,PCRJ
S0015788,1993,Man,American Indian or Alaska Native,Out-of-state,0,1,2020FA,Transfer,1,,PBUS
S0015789,2000,Woman,White,Out-of-state,1,0,2020FA,Continuing/Other,1,,PENG
S0015790,1996,Man,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015791,1978,Man,Black or African American,In-state,0,0,2020FA,Transfer,1,,PMATH
S0015792,2004,Woman,American Indian or Alaska Native,In-state,1,1,2020FA,Continuing/Other,1,,PCRJ
S0015793,1986,Unknown,Nonresident,International,0,0,2020FA,Transfer,1,,PBIO
S0015794,1979,Woman,Two or more races,Out-of-state,1,1,2020FA,Continuing/Other,1,,PBUS
S0015795,1989,Man,Hispanic or Latino,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0015796,1991,Man,Nonresident,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0015797,1989,Nonbinary,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015798,1994,Woman,Black or African American,International,0,1,2020FA,Continuing/Other,1,,PENG
S0015799,1980,Man,Asian,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015800,2006,Woman,Hispanic or Latino,International,0,0,2020FA,Transfer,1,,PBIO
S0015801,1982,Man,Two or more races,International,0,1,2020FA,Transfer,1,,PEDU
S0015802,1979,Man,Two or more races,Out-of-state,1,0,2020FA,Transfer,1,,PPSY
S0015803,1993,Man,Native Hawaiian or Other Pacific Islander,In-state,1,0,2020FA,Continuing/Other,1,,PBUS
S0015804,2006,Unknown,Nonresident,Out-of-state,1,1,2020FA,Continuing/Other,1,,PGEN
S0015805,2002,Unknown,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0015806,1986,Unknown,White,In-state,1,1,2020FA,Continuing/Other,1,,PBUS
S0015807,1992,Unknown,Nonresident,International,1,1,2020FA,Continuing/Other,1,,PBUS
S0015808,2005,Woman,Nonresident,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0015809,1983,Nonbinary,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015810,2002,Nonbinary,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015811,1980,Nonbinary,Hispanic or Latino,International,1,0,2020FA,Transfer,1,,PBIO
S0015812,1980,Unknown,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PMATH
S0015813,1983,Woman,Native Hawaiian or Other Pacific Islander,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0015814,1982,Woman,Hispanic or Latino,International,0,0,2020FA,Transfer,1,,PEDU
S0015815,1998,Nonbinary,Native Hawaiian or Other Pacific Islander,International,1,1,2020FA,Transfer,1,,PPSY
S0015816,1991,Unknown,White,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015817,1984,Man,Asian,International,0,0,2020FA,Continuing/Other,1,,PGEN
S0015818,1990,Man,American Indian or Alaska Native,International,0,1,2020FA,Continuing/Other,1,,PBIO
S0015819,1981,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Transfer,1,,PMATH
S0015820,2006,Unknown,Hispanic or Latino,Out-of-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015821,2004,Man,Black or African American,Out-of-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015822,1999,Woman,American Indian or Alaska Native,In-state,1,0,2020FA,Transfer,1,,PMATH
S0015823,1990,Woman,Black or African American,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0015824,1989,Man,Nonresident,Out-of-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0015825,1985,Nonbinary,White,Out-of-state,0,1,2020FA,Transfer,1,,PGEN
S0015826,2006,Nonbinary,Hispanic or Latino,Out-of-state,1,0,2020FA,Continuing/Other,1,,PEDU
S0015827,1978,Woman,Asian,International,1,1,2020FA,Transfer,1,,PGEN
S0015828,1984,Man,Hispanic or Latino,International,0,1,2020FA,Continuing/Other,1,,PBIO
S0015829,1995,Man,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PMATH
S0015830,2002,Nonbinary,Nonresident,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0015831,1996,Woman,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015832,2002,Nonbinary,American Indian or Alaska Native,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBUS
S0015833,1996,Man,Black or African American,Out-of-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015834,2004,Unknown,Two or more races,In-state,1,0,2020FA,Transfer,1,,PCRJ
S0015835,1988,Unknown,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0015836,1993,Woman,Asian,In-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0015837,1985,Unknown,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0015838,1993,Woman,Hispanic or Latino,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0015839,1994,Nonbinary,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PGEN
S0015840,1985,Woman,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2020FA,Continuing/Other,1,,PCRJ
S0015841,2001,Man,Native Hawaiian or Other Pacific Islander,In-state,1,0,2020FA,Continuing/Other,1,,PEDU
S0015842,2004,Woman,Nonresident,In-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0015843,1978,Man,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015844,2004,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015845,2006,Man,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015846,1981,Man,American Indian or Alaska Native,Out-of-state,1,0,2020FA,Continuing/Other,1,,PENG
S0015847,1998,Woman,Native Hawaiian or Other Pacific Islander,In-state,1,1,2020FA,Continuing/Other,1,,PMATH
S0015848,1984,Nonbinary,White,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015849,1997,Woman,Black or African American,Out-of-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015850,2006,Nonbinary,Hispanic or Latino,Out-of-state,1,1,2020FA,Transfer,1,,PBUS
S0015851,1979,Nonbinary,Nonresident,Out-of-state,1,1,2020FA,Transfer,1,,PGEN
S0015852,1997,Unknown,Native Hawaiian or Other Pacific Islander,International,0,1,2020FA,Continuing/Other,1,,PBIO
S0015853,1983,Nonbinary,Black or African American,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015854,1983,Unknown,White,Out-of-state,1,1,2020FA,Continuing/Other,1,,PCRJ
S0015855,1999,Woman,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015856,1995,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2020FA,Continuing/Other,1,,PPSY
S0015857,1982,Nonbinary,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015858,1986,Woman,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015859,2002,Unknown,Hispanic or Latino,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0015860,1985,Nonbinary,Two or more races,International,1,0,2020FA,Continuing/Other,1,,PENG
S0015861,1993,Unknown,White,Out-of-state,1,1,2020FA,Continuing/Other,1,,PBIO
S0015862,1994,Woman,White,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0015863,1997,Man,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015864,1994,Man,Two or more races,International,1,1,2020FA,Continuing/Other,1,,PMATH
S0015865,1995,Woman,Two or more races,Out-of-state,0,1,2020FA,Continuing/Other,1,,PENG
S0015866,1984,Unknown,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0015867,2005,Unknown,White,Out-of-state,0,1,2020FA,Continuing/Other,1,,PENG
S0015868,1990,Nonbinary,Hispanic or Latino,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0015869,2005,Man,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0015870,1986,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015871,1998,Man,Nonresident,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0015872,1992,Man,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0015873,1993,Man,Black or African American,Out-of-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0015874,1994,Man,American Indian or Alaska Native,International,0,0,2020FA,Transfer,1,,PMATH
S0015875,1986,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2020FA,Transfer,1,,PCRJ
S0015876,1984,Man,Native Hawaiian or Other Pacific Islander,International,1,1,2020FA,Continuing/Other,1,,PEDU
S0015877,1995,Nonbinary,Asian,In-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0015878,1998,Nonbinary,Hispanic or Latino,Out-of-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0015879,1987,Nonbinary,Asian,International,0,1,2020FA,Continuing/Other,1,,PBUS
S0015880,2006,Nonbinary,Black or African American,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015881,1999,Nonbinary,Black or African American,In-state,0,0,2020FA,Transfer,1,,PEDU
S0015882,1983,Man,Asian,International,1,0,2020FA,Transfer,1,,PBIO
S0015883,2004,Woman,Asian,International,0,0,2020FA,Continuing/Other,1,,PMATH
S0015884,2003,Unknown,Black or African American,In-state,1,0,2020FA,Continuing/Other,1,,PBUS
S0015885,2003,Man,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0015886,1987,Woman,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Transfer,1,,PBUS
S0015887,1986,Man,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015888,2004,Unknown,Nonresident,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0015889,1986,Woman,Nonresident,Out-of-state,0,1,2020FA,Continuing/Other,1,,PENG
S0015890,1986,Woman,Two or more races,Out-of-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015891,1982,Man,White,Out-of-state,0,0,2020FA,Transfer,1,,PCRJ
S0015892,2003,Woman,White,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015893,1991,Woman,White,International,1,0,2020FA,Continuing/Other,1,,PBIO
S0015894,1979,Woman,Nonresident,Out-of-state,1,1,2020FA,Continuing/Other,1,,PPSY
S0015895,1992,Man,Nonresident,In-state,0,1,2020FA,Continuing/Other,1,,PBUS
S0015896,1990,Nonbinary,Asian,International,1,0,2020FA,Continuing/Other,1,,PBUS
S0015897,1989,Woman,Black or African American,International,0,0,2020FA,Continuing/Other,1,,PBIO
S0015898,1988,Nonbinary,Black or African American,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0015899,1996,Woman,Hispanic or Latino,Out-of-state,1,0,2020FA,Transfer,1,,PMATH
S0015900,1978,Man,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015901,1985,Unknown,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0015902,2003,Man,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015903,1984,Man,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0015904,2005,Woman,Hispanic or Latino,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015905,1996,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015906,1979,Man,American Indian or Alaska Native,In-state,1,1,2020FA,Transfer,1,,PBIO
S0015907,1984,Woman,Native Hawaiian or Other Pacific Islander,International,1,0,2020FA,Continuing/Other,1,,PGEN
S0015908,1986,Woman,White,In-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0015909,1990,Man,Two or more races,Out-of-state,0,1,2020FA,Continuing/Other,1,,PBUS
S0015910,1982,Woman,Hispanic or Latino,Out-of-state,0,1,2020FA,Continuing/Other,1,,PENG
S0015911,2004,Unknown,Hispanic or Latino,In-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0015912,1978,Unknown,American Indian or Alaska Native,International,0,1,2020FA,Continuing/Other,1,,PENG
S0015913,2001,Man,Asian,Out-of-state,1,1,2020FA,Transfer,1,,PGEN
S0015914,1987,Woman,American Indian or Alaska Native,Out-of-state,0,1,2020FA,Transfer,1,,PMATH
S0015915,2006,Woman,Nonresident,Out-of-state,1,1,2020FA,Continuing/Other,1,,PEDU
S0015916,2004,Man,Black or African American,Out-of-state,1,1,2020FA,Continuing/Other,1,,PENG
S0015917,1988,Man,American Indian or Alaska Native,International,1,0,2020FA,Continuing/Other,1,,PBIO
S0015918,1991,Man,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015919,1987,Nonbinary,Black or African American,In-state,0,0,2020FA,Transfer,1,,PBUS
S0015920,1995,Man,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0015921,2005,Man,White,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015922,1988,Unknown,American Indian or Alaska Native,International,1,1,2020FA,Continuing/Other,1,,PMATH
S0015923,1986,Woman,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015924,1991,Woman,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015925,1999,Woman,Native Hawaiian or Other Pacific Islander,Out-of-state,1,0,2020FA,Transfer,1,,PBIO
S0015926,1995,Man,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0015927,1990,Woman,Nonresident,Out-of-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0015928,2000,Woman,Black or African American,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0015929,1987,Woman,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0015930,1995,Woman,Native Hawaiian or Other Pacific Islander,In-state,1,0,2020FA,Continuing/Other,1,,PBUS
S0015931,1998,Man,White,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBUS
S0015932,1995,Nonbinary,Two or more races,Out-of-state,1,1,2020FA,Continuing/Other,1,,PMATH
S0015933,1992,Unknown,Black or African American,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015934,1995,Man,Two or more races,International,1,0,2020FA,Continuing/Other,1,,PGEN
S0015935,1990,Nonbinary,American Indian or Alaska Native,In-state,1,1,2020FA,Continuing/Other,1,,PENG
S0015936,2004,Woman,Asian,International,1,0,2020FA,Continuing/Other,1,,PBIO
S0015937,1991,Woman,White,In-state,0,1,2020FA,Continuing/Other,1,,PENG
S0015938,1999,Woman,White,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0015939,1981,Man,Asian,In-state,0,0,2020FA,Transfer,1,,PMATH
S0015940,1990,Man,Nonresident,International,1,1,2020FA,Continuing/Other,1,,PMATH
S0015941,1999,Woman,Hispanic or Latino,Out-of-state,1,0,2020FA,Continuing/Other,1,,PEDU
S0015942,2002,Unknown,Two or more races,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0015943,2000,Unknown,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0015944,1998,Unknown,White,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0015945,1982,Woman,Two or more races,International,0,0,2020FA,Transfer,1,,PEDU
S0015946,1998,Nonbinary,Nonresident,In-state,1,0,2020FA,Transfer,1,,PCRJ
S0015947,1996,Unknown,Two or more races,International,0,0,2020FA,Transfer,1,,PGEN
S0015948,1981,Man,Hispanic or Latino,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0015949,2004,Unknown,Hispanic or Latino,In-state,0,1,2020FA,Continuing/Other,1,,PPSY
S0015950,2003,Woman,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0015951,1984,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015952,2005,Woman,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PENG
S0015953,1991,Woman,American Indian or Alaska Native,International,1,1,2020FA,Continuing/Other,1,,PENG
S0015954,1999,Nonbinary,Native Hawaiian or Other Pacific Islander,Out-of-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015955,1993,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,0,2020FA,Transfer,1,,PEDU
S0015956,1985,Nonbinary,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0015957,1997,Woman,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0015958,1992,Unknown,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0015959,2000,Woman,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0015960,2002,Man,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0015961,1997,Woman,Nonresident,International,0,0,2020FA,Transfer,1,,PBIO
S0015962,1984,Man,Black or African American,In-state,0,0,2020FA,Transfer,1,,PEDU
S0015963,1992,Woman,White,In-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015964,1992,Man,Asian,International,0,0,2020FA,Transfer,1,,PMATH
S0015965,2005,Woman,Black or African American,In-state,1,0,2020FA,Continuing/Other,1,,PMATH
S0015966,2001,Nonbinary,Black or African American,In-state,1,0,2020FA,Transfer,1,,PCRJ
S0015967,1995,Nonbinary,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015968,1999,Unknown,Two or more races,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0015969,1986,Unknown,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015970,2004,Nonbinary,Asian,In-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0015971,1987,Man,Nonresident,Out-of-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0015972,2005,Woman,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PENG
S0015973,2002,Unknown,Black or African American,Out-of-state,1,1,2020FA,Continuing/Other,1,,PBIO
S0015974,1980,Woman,Black or African American,International,0,0,2020FA,Transfer,1,,PGEN
S0015975,1983,Unknown,Hispanic or Latino,Out-of-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0015976,1986,Woman,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015977,1981,Woman,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0015978,1997,Unknown,Two or more races,In-state,0,0,2020FA,Transfer,1,,PBUS
S0015979,1981,Woman,Native Hawaiian or Other Pacific Islander,International,0,0,2020FA,Continuing/Other,1,,PBIO
S0015980,2001,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,0,2020FA,Transfer,1,,PEDU
S0015981,2002,Nonbinary,Two or more races,International,0,0,2020FA,Transfer,1,,PEDU
S0015982,2004,Woman,Native Hawaiian or Other Pacific Islander,International,1,1,2020FA,Continuing/Other,1,,PGEN
S0015983,1986,Unknown,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0015984,1987,Nonbinary,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015985,1983,Man,Black or African American,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0015986,2000,Woman,American Indian or Alaska Native,In-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0015987,1985,Woman,Native Hawaiian or Other Pacific Islander,International,0,0,2020FA,Transfer,1,,PPSY
S0015988,1994,Nonbinary,Hispanic or Latino,Out-of-state,0,1,2020FA,Transfer,1,,PBUS
S0015989,1994,Woman,American Indian or Alaska Native,Out-of-state,1,0,2020FA,Continuing/Other,1,,PENG
S0015990,1981,Unknown,Asian,In-state,1,1,2020FA,Continuing/Other,1,,PCRJ
S0015991,2002,Nonbinary,White,International,1,1,2020FA,Transfer,1,,PENG
S0015992,1978,Unknown,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0015993,2000,Man,Two or more races,In-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015994,1995,Unknown,Asian,International,1,0,2020FA,Continuing/Other,1,,PENG
S0015995,1986,Man,Asian,International,0,0,2020FA,Continuing/Other,1,,PCRJ
S0015996,1978,Nonbinary,American Indian or Alaska Native,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0015997,2004,Woman,Hispanic or Latino,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0015998,1999,Nonbinary,White,Out-of-state,1,1,2020FA,Continuing/Other,1,,PBUS
S0015999,1980,Unknown,Nonresident,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0016000,1999,Unknown,Native Hawaiian or Other Pacific Islander,In-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0016001,1990,Man,Asian,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0016002,2003,Woman,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PGEN
S0016003,1981,Unknown,White,International,0,1,2020FA,Continuing/Other,1,,PPSY
S0016004,1983,Nonbinary,Hispanic or Latino,Out-of-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0016005,1980,Man,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PMATH
S0016006,1982,Unknown,White,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0016007,1992,Unknown,Nonresident,International,0,0,2020FA,Transfer,1,,PPSY
S0016008,1981,Woman,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0016009,2005,Woman,White,In-state,1,0,2020FA,Transfer,1,,PBUS
S0016010,1993,Woman,Nonresident,In-state,0,1,2020FA,Continuing/Other,1,,PENG
S0016011,2001,Woman,American Indian or Alaska Native,In-state,1,0,2020FA,Transfer,1,,PPSY
S0016012,1985,Woman,Hispanic or Latino,International,0,1,2020FA,Continuing/Other,1,,PMATH
S0016013,1991,Woman,Hispanic or Latino,In-state,0,1,2020FA,Transfer,1,,PENG
S0016014,2003,Unknown,Asian,International,0,1,2020FA,Transfer,1,,PBIO
S0016015,2001,Nonbinary,Black or African American,Out-of-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0016016,1978,Nonbinary,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PCRJ
S0016017,1988,Nonbinary,Native Hawaiian or Other Pacific Islander,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0016018,2000,Unknown,Black or African American,International,1,0,2020FA,Continuing/Other,1,,PENG
S0016019,1998,Man,American Indian or Alaska Native,Out-of-state,0,1,2020FA,Continuing/Other,1,,PBUS
S0016020,2000,Man,Hispanic or Latino,International,1,0,2020FA,Continuing/Other,1,,PPSY
S0016021,1998,Unknown,Black or African American,International,0,0,2020FA,Continuing/Other,1,,PBIO
S0016022,1998,Man,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PENG
S0016023,2006,Man,Black or African American,In-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0016024,1995,Woman,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0016025,2005,Woman,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0016026,1978,Woman,Nonresident,International,0,1,2020FA,Continuing/Other,1,,PMATH
S0016027,1990,Nonbinary,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0016028,1992,Nonbinary,Asian,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0016029,2000,Man,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Transfer,1,,PBUS
S0016030,2000,Unknown,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0016031,1984,Nonbinary,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0016032,1984,Nonbinary,White,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0016033,1984,Unknown,Hispanic or Latino,International,0,0,2020FA,Continuing/Other,1,,PENG
S0016034,2006,Unknown,Nonresident,International,1,1,2020FA,Continuing/Other,1,,PBIO
S0016035,2001,Nonbinary,Native Hawaiian or Other Pacific Islander,International,0,1,2020FA,Continuing/Other,1,,PPSY
