aid_record_id,student_id,term_id,aid_year,pell_eligible,pell_recipient,pell_amount,federal_loan_recipient,federal_loan_amount
AID2025-011258,S0026270,2025FA,2025-26,0,0,0,0,0
AID2025-011259,S0028318,2025FA,2025-26,0,0,0,0,0
AID2025-011260,S0023630,2025FA,2025-26,0,0,0,1,5500
AID2025-011261,S0003324,2025FA,2025-26,0,0,0,0,0
AID2025-011262,S0028530,2025FA,2025-26,0,0,0,0,0
AID2025-011263,S0037786,2025FA,2025-26,0,0,0,1,5500
AID2025-011264,S0024419,2025FA,2025-26,1,0,0,0,0
AID2025-011265,S0022178,2025FA,2025-26,1,1,7395,0,0
AID2025-011266,S0004897,2025FA,2025-26,1,1,7395,1,5500
AID2025-011267,S0032145,2025FA,2025-26,0,0,0,0,0
AID2025-011268,S0026587,2025FA,2025-26,0,0,0,0,0
AID2025-011269,S0029082,2025FA,2025-26,1,1,7395,1,5500
AID2025-011270,S0006400,2025FA,2025-26,1,1,7395,0,0
AID2025-011271,S0039408,2025FA,2025-26,1,0,0,0,0
AID2025-011272,S0039594,2025FA,2025-26,1,1,7395,1,5500
AID2025-011273,S0018866,2025FA,2025-26,0,0,0,0,0
AID2025-011274,S0010169,2025FA,2025-26,0,0,0,0,0
AID2025-011275,S0038173,2025FA,2025-26,0,0,0,1,5500
AID2025-011276,S0030800,2025FA,2025-26,1,1,7395,0,0
AID2025-011277,S0001138,2025FA,2025-26,0,0,0,0,0
AID2025-011278,S0037918,2025FA,2025-26,1,0,0,1,5500
AID2025-011279,S0007670,2025FA,2025-26,0,0,0,0,0
AID2025-011280,S0026708,2025FA,2025-26,0,0,0,0,0
AID2025-011281,S0038659,2025FA,2025-26,0,0,0,1,5500
AID2025-011282,S0035945,2025FA,2025-26,0,0,0,0,0
AID2025-011283,S0004292,2025FA,2025-26,0,0,0,0,0
AID2025-011284,S0000454,2025FA,2025-26,1,1,7395,1,5500
AID2025-011285,S0007063,2025FA,2025-26,0,0,0,0,0
AID2025-011286,S0023836,2025FA,2025-26,0,0,0,0,0
AID2025-011287,S0010330,2025FA,2025-26,1,1,7395,1,5500
AID2025-011288,S0039652,2025FA,2025-26,0,0,0,0,0
AID2025-011289,S0017360,2025FA,2025-26,0,0,0,0,0
AID2025-011290,S0038291,2025FA,2025-26,1,1,7395,1,5500
AID2025-011291,S0006344,2025FA,2025-26,0,0,0,0,0
AID2025-011292,S0022515,2025FA,2025-26,1,0,0,0,0
AID2025-011293,S0011709,2025FA,2025-26,0,0,0,1,5500
AID2025-011294,S0006824,2025FA,2025-26,1,1,7395,0,0
AID2025-011295,S0014188,2025FA,2025-26,0,0,0,0,0
AID2025-011296,S0039581,2025FA,2025-26,0,0,0,1,5500
AID2025-011297,S0039700,2025FA,2025-26,0,0,0,0,0
AID2025-011298,S0039482,2025FA,2025-26,1,1,7395,0,0
AID2025-011299,S0026553,2025FA,2025-26,0,0,0,1,5500
AID2025-011300,S0000966,2025FA,2025-26,0,0,0,0,0
AID2025-011301,S0018984,2025FA,2025-26,0,0,0,0,0
AID2025-011302,S0023697,2025FA,2025-26,1,1,7395,1,5500
AID2025-011303,S0039431,2025FA,2025-26,0,0,0,0,0
AID2025-011304,S0025790,2025FA,2025-26,0,0,0,0,0
AID2025-011305,S0018454,2025FA,2025-26,0,0,0,1,5500
AID2025-011306,S0026679,2025FA,2025-26,0,0,0,0,0
AID2025-011307,S0005125,2025FA,2025-26,0,0,0,0,0
AID2025-011308,S0033849,2025FA,2025-26,1,1,7395,1,5500
AID2025-011309,S0038984,2025FA,2025-26,0,0,0,0,0
AID2025-011310,S0027040,2025FA,2025-26,0,0,0,0,0
AID2025-011311,S0032595,2025FA,2025-26,0,0,0,1,5500
AID2025-011312,S0025725,2025FA,2025-26,0,0,0,0,0
AID2025-011313,S0039740,2025FA,2025-26,0,0,0,0,0
AID2025-011314,S0031004,2025FA,2025-26,0,0,0,1,5500
AID2025-011315,S0032388,2025FA,2025-26,1,1,7395,0,0
AID2025-011316,S0036221,2025FA,2025-26,0,0,0,0,0
AID2025-011317,S0012419,2025FA,2025-26,0,0,0,1,5500
AID2025-011318,S0029285,2025FA,2025-26,1,1,7395,0,0
AID2025-011319,S0025424,2025FA,2025-26,1,1,7395,0,0
AID2025-011320,S0033050,2025FA,2025-26,0,0,0,1,5500
AID2025-011321,S0039913,2025FA,2025-26,0,0,0,0,0
AID2025-011322,S0039322,2025FA,2025-26,0,0,0,0,0
AID2025-011323,S0039381,2025FA,2025-26,0,0,0,1,5500
AID2025-011324,S0032622,2025FA,2025-26,0,0,0,0,0
AID2025-011325,S0016312,2025FA,2025-26,1,1,7395,0,0
AID2025-011326,S0033455,2025FA,2025-26,0,0,0,1,5500
AID2025-011327,S0039253,2025FA,2025-26,0,0,0,0,0
AID2025-011328,S0038879,2025FA,2025-26,0,0,0,0,0
AID2025-011329,S0014483,2025FA,2025-26,0,0,0,1,5500
AID2025-011330,S0040459,2025FA,2025-26,1,1,7395,0,0
AID2025-011331,S0032773,2025FA,2025-26,0,0,0,0,0
AID2025-011332,S0031445,2025FA,2025-26,0,0,0,1,5500
AID2025-011333,S0036721,2025FA,2025-26,0,0,0,0,0
AID2025-011334,S0032070,2025FA,2025-26,1,0,0,0,0
AID2025-011335,S0037330,2025FA,2025-26,0,0,0,1,5500
AID2025-011336,S0037988,2025FA,2025-26,0,0,0,0,0
AID2025-011337,S0001583,2025FA,2025-26,1,1,7395,0,0
AID2025-011338,S0036867,2025FA,2025-26,1,1,7395,1,5500
AID2025-011339,S0017600,2025FA,2025-26,1,1,7395,0,0
AID2025-011340,S0025962,2025FA,2025-26,0,0,0,0,0
AID2025-011341,S0009581,2025FA,2025-26,1,0,0,1,5500
AID2025-011342,S0034222,2025FA,2025-26,0,0,0,0,0
AID2025-011343,S0037186,2025FA,2025-26,0,0,0,0,0
AID2025-011344,S0031388,2025FA,2025-26,0,0,0,1,5500
AID2025-011345,S0037313,2025FA,2025-26,0,0,0,0,0
AID2025-011346,S0033265,2025FA,2025-26,0,0,0,0,0
AID2025-011347,S0039638,2025FA,2025-26,0,0,0,1,5500
AID2025-011348,S0037056,2025FA,2025-26,1,0,0,0,0
AID2025-011349,S0026176,2025FA,2025-26,0,0,0,0,0
AID2025-011350,S0035555,2025FA,2025-26,0,0,0,1,5500
AID2025-011351,S0023378,2025FA,2025-26,1,1,7395,0,0
AID2025-011352,S0032525,2025FA,2025-26,0,0,0,0,0
AID2025-011353,S0029336,2025FA,2025-26,1,1,7395,1,5500
AID2025-011354,S0039415,2025FA,2025-26,0,0,0,0,0
AID2025-011355,S0011140,2025FA,2025-26,0,0,0,0,0
AID2025-011356,S0031855,2025FA,2025-26,1,1,7395,1,5500
AID2025-011357,S0027442,2025FA,2025-26,0,0,0,0,0
AID2025-011358,S0007431,2025FA,2025-26,0,0,0,0,0
AID2025-011359,S0012136,2025FA,2025-26,0,0,0,1,5500
AID2025-011360,S0035481,2025FA,2025-26,0,0,0,0,0
AID2025-011361,S0004672,2025FA,2025-26,0,0,0,0,0
AID2025-011362,S0040661,2025FA,2025-26,1,0,0,1,5500
AID2025-011363,S0017941,2025FA,2025-26,1,1,7395,0,0
AID2025-011364,S0034210,2025FA,2025-26,0,0,0,0,0
AID2025-011365,S0004451,2025FA,2025-26,0,0,0,1,5500
AID2025-011366,S0038358,2025FA,2025-26,1,1,7395,0,0
AID2025-011367,S0027918,2025FA,2025-26,0,0,0,0,0
AID2025-011368,S0040593,2025FA,2025-26,0,0,0,1,5500
AID2025-011369,S0004922,2025FA,2025-26,0,0,0,0,0
AID2025-011370,S0033022,2025FA,2025-26,0,0,0,0,0
AID2025-011371,S0036796,2025FA,2025-26,1,1,7395,1,5500
AID2025-011372,S0040438,2025FA,2025-26,0,0,0,0,0
AID2025-011373,S0005782,2025FA,2025-26,1,1,7395,0,0
AID2025-011374,S0032718,2025FA,2025-26,1,1,7395,1,5500
AID2025-011375,S0000980,2025FA,2025-26,0,0,0,0,0
AID2025-011376,S0030787,2025FA,2025-26,0,0,0,0,0
AID2025-011377,S0024385,2025FA,2025-26,0,0,0,1,5500
AID2025-011378,S0021664,2025FA,2025-26,1,1,7395,0,0
AID2025-011379,S0027068,2025FA,2025-26,1,1,7395,0,0
AID2025-011380,S0033251,2025FA,2025-26,1,1,7395,1,5500
AID2025-011381,S0033906,2025FA,2025-26,0,0,0,0,0
AID2025-011382,S0031553,2025FA,2025-26,1,1,7395,0,0
AID2025-011383,S0024143,2025FA,2025-26,0,0,0,1,5500
AID2025-011384,S0027989,2025FA,2025-26,0,0,0,0,0
AID2025-011385,S0011018,2025FA,2025-26,0,0,0,0,0
AID2025-011386,S0033421,2025FA,2025-26,1,1,7395,1,5500
AID2025-011387,S0012145,2025FA,2025-26,1,1,7395,0,0
AID2025-011388,S0039147,2025FA,2025-26,0,0,0,0,0
AID2025-011389,S0040197,2025FA,2025-26,0,0,0,1,5500
AID2025-011390,S0010099,2025FA,2025-26,0,0,0,0,0
AID2025-011391,S0028793,2025FA,2025-26,1,1,7395,0,0
AID2025-011392,S0039526,2025FA,2025-26,0,0,0,1,5500
AID2025-011393,S0030424,2025FA,2025-26,0,0,0,0,0
AID2025-011394,S0014165,2025FA,2025-26,0,0,0,0,0
AID2025-011395,S0028913,2025FA,2025-26,0,0,0,1,5500
AID2025-011396,S0033750,2025FA,2025-26,0,0,0,0,0
AID2025-011397,S0036391,2025FA,2025-26,0,0,0,0,0
AID2025-011398,S0021599,2025FA,2025-26,0,0,0,1,5500
AID2025-011399,S0018392,2025FA,2025-26,0,0,0,0,0
AID2025-011400,S0010583,2025FA,2025-26,0,0,0,0,0
AID2025-011401,S0033332,2025FA,2025-26,0,0,0,1,5500
AID2025-011402,S0037340,2025FA,2025-26,1,1,7395,0,0
AID2025-011403,S0015563,2025FA,2025-26,1,1,7395,0,0
AID2025-011404,S0016777,2025FA,2025-26,1,0,0,1,5500
AID2025-011405,S0033497,2025FA,2025-26,0,0,0,0,0
AID2025-011406,S0017209,2025FA,2025-26,0,0,0,0,0
AID2025-011407,S0038157,2025FA,2025-26,0,0,0,1,5500
AID2025-011408,S0039944,2025FA,2025-26,0,0,0,0,0
AID2025-011409,S0003341,2025FA,2025-26,1,1,7395,0,0
AID2025-011410,S0033203,2025FA,2025-26,1,1,7395,1,5500
AID2025-011411,S0012202,2025FA,2025-26,1,0,0,0,0
AID2025-011412,S0000365,2025FA,2025-26,0,0,0,0,0
AID2025-011413,S0038131,2025FA,2025-26,0,0,0,1,5500
AID2025-011414,S0030605,2025FA,2025-26,0,0,0,0,0
AID2025-011415,S0037818,2025FA,2025-26,1,1,7395,0,0
AID2025-011416,S0029299,2025FA,2025-26,1,1,7395,1,5500
AID2025-011417,S0009168,2025FA,2025-26,1,1,7395,0,0
AID2025-011418,S0021438,2025FA,2025-26,1,0,0,0,0
AID2025-011419,S0017784,2025FA,2025-26,1,1,7395,1,5500
AID2025-011420,S0011566,2025FA,2025-26,0,0,0,0,0
AID2025-011421,S0039247,2025FA,2025-26,1,1,7395,0,0
AID2025-011422,S0029286,2025FA,2025-26,0,0,0,1,5500
AID2025-011423,S0040645,2025FA,2025-26,0,0,0,0,0
AID2025-011424,S0032621,2025FA,2025-26,0,0,0,0,0
AID2025-011425,S0019292,2025FA,2025-26,1,0,0,1,5500
AID2025-011426,S0030894,2025FA,2025-26,0,0,0,0,0
AID2025-011427,S0018401,2025FA,2025-26,1,1,7395,0,0
AID2025-011428,S0022016,2025FA,2025-26,0,0,0,1,5500
AID2025-011429,S0006974,2025FA,2025-26,1,1,7395,0,0
AID2025-011430,S0028011,2025FA,2025-26,0,0,0,0,0
AID2025-011431,S0012099,2025FA,2025-26,0,0,0,1,5500
AID2025-011432,S0035296,2025FA,2025-26,0,0,0,0,0
AID2025-011433,S0025418,2025FA,2025-26,1,1,7395,0,0
AID2025-011434,S0037176,2025FA,2025-26,0,0,0,1,5500
AID2025-011435,S0030722,2025FA,2025-26,0,0,0,0,0
AID2025-011436,S0014599,2025FA,2025-26,0,0,0,0,0
AID2025-011437,S0034039,2025FA,2025-26,1,1,7395,1,5500
AID2025-011438,S0005930,2025FA,2025-26,1,1,7395,0,0
AID2025-011439,S0006417,2025FA,2025-26,0,0,0,0,0
AID2025-011440,S0020978,2025FA,2025-26,1,1,7395,1,5500
AID2025-011441,S0004690,2025FA,2025-26,1,1,7395,0,0
AID2025-011442,S0025683,2025FA,2025-26,0,0,0,0,0
AID2025-011443,S0031916,2025FA,2025-26,0,0,0,1,5500
AID2025-011444,S0023068,2025FA,2025-26,1,1,7395,0,0
AID2025-011445,S0028356,2025FA,2025-26,0,0,0,0,0
AID2025-011446,S0021780,2025FA,2025-26,1,0,0,1,5500
AID2025-011447,S0036518,2025FA,2025-26,0,0,0,0,0
AID2025-011448,S0016831,2025FA,2025-26,0,0,0,0,0
AID2025-011449,S0038187,2025FA,2025-26,1,1,7395,1,5500
AID2025-011450,S0036890,2025FA,2025-26,0,0,0,0,0
AID2025-011451,S0035119,2025FA,2025-26,0,0,0,0,0
AID2025-011452,S0009582,2025FA,2025-26,0,0,0,1,5500
AID2025-011453,S0032834,2025FA,2025-26,0,0,0,0,0
AID2025-011454,S0028985,2025FA,2025-26,1,1,7395,0,0
AID2025-011455,S0019632,2025FA,2025-26,0,0,0,1,5500
AID2025-011456,S0007222,2025FA,2025-26,0,0,0,0,0
AID2025-011457,S0026837,2025FA,2025-26,0,0,0,0,0
AID2025-011458,S0033152,2025FA,2025-26,0,0,0,1,5500
AID2025-011459,S0028918,2025FA,2025-26,0,0,0,0,0
AID2025-011460,S0033522,2025FA,2025-26,0,0,0,0,0
AID2025-011461,S0030330,2025FA,2025-26,0,0,0,1,5500
AID2025-011462,S0016428,2025FA,2025-26,0,0,0,0,0
AID2025-011463,S0036966,2025FA,2025-26,0,0,0,0,0
AID2025-011464,S0039560,2025FA,2025-26,0,0,0,1,5500
AID2025-011465,S0027756,2025FA,2025-26,0,0,0,0,0
AID2025-011466,S0037614,2025FA,2025-26,0,0,0,0,0
AID2025-011467,S0040077,2025FA,2025-26,1,1,7395,1,5500
AID2025-011468,S0037880,2025FA,2025-26,0,0,0,0,0
AID2025-011469,S0033914,2025FA,2025-26,0,0,0,0,0
AID2025-011470,S0033103,2025FA,2025-26,0,0,0,1,5500
AID2025-011471,S0037781,2025FA,2025-26,1,1,7395,0,0
AID2025-011472,S0011442,2025FA,2025-26,0,0,0,0,0
AID2025-011473,S0039042,2025FA,2025-26,0,0,0,1,5500
AID2025-011474,S0039896,2025FA,2025-26,0,0,0,0,0
AID2025-011475,S0016305,2025FA,2025-26,0,0,0,0,0
AID2025-011476,S0030772,2025FA,2025-26,0,0,0,1,5500
AID2025-011477,S0023354,2025FA,2025-26,1,1,7395,0,0
AID2025-011478,S0031422,2025FA,2025-26,0,0,0,0,0
AID2025-011479,S0037681,2025FA,2025-26,0,0,0,1,5500
AID2025-011480,S0032896,2025FA,2025-26,0,0,0,0,0
AID2025-011481,S0040560,2025FA,2025-26,0,0,0,0,0
AID2025-011482,S0032223,2025FA,2025-26,0,0,0,1,5500
AID2025-011483,S0037761,2025FA,2025-26,0,0,0,0,0
AID2025-011484,S0021542,2025FA,2025-26,1,1,7395,0,0
AID2025-011485,S0007267,2025FA,2025-26,0,0,0,1,5500
AID2025-011486,S0037610,2025FA,2025-26,0,0,0,0,0
AID2025-011487,S0036534,2025FA,2025-26,0,0,0,0,0
AID2025-011488,S0038598,2025FA,2025-26,0,0,0,1,5500
AID2025-011489,S0001030,2025FA,2025-26,1,1,7395,0,0
AID2025-011490,S0039136,2025FA,2025-26,0,0,0,0,0
AID2025-011491,S0035184,2025FA,2025-26,0,0,0,1,5500
AID2025-011492,S0033058,2025FA,2025-26,0,0,0,0,0
AID2025-011493,S0037072,2025FA,2025-26,0,0,0,0,0
AID2025-011494,S0038487,2025FA,2025-26,1,1,7395,1,5500
AID2025-011495,S0000767,2025FA,2025-26,0,0,0,0,0
AID2025-011496,S0016416,2025FA,2025-26,0,0,0,0,0
AID2025-011497,S0018796,2025FA,2025-26,0,0,0,1,5500
AID2025-011498,S0040331,2025FA,2025-26,0,0,0,0,0
AID2025-011499,S0001429,2025FA,2025-26,0,0,0,0,0
AID2025-011500,S0005490,2025FA,2025-26,0,0,0,1,5500
AID2025-011501,S0034290,2025FA,2025-26,0,0,0,0,0
AID2025-011502,S0018105,2025FA,2025-26,1,0,0,0,0
AID2025-011503,S0028309,2025FA,2025-26,0,0,0,1,5500
AID2025-011504,S0032476,2025FA,2025-26,1,1,7395,0,0
AID2025-011505,S0009249,2025FA,2025-26,1,1,7395,0,0
AID2025-011506,S0038656,2025FA,2025-26,0,0,0,1,5500
AID2025-011507,S0035795,2025FA,2025-26,0,0,0,0,0
AID2025-011508,S0004747,2025FA,2025-26,0,0,0,0,0
AID2025-011509,S0036949,2025FA,2025-26,0,0,0,1,5500
AID2025-011510,S0038701,2025FA,2025-26,0,0,0,0,0
AID2025-011511,S0031175,2025FA,2025-26,1,1,7395,0,0
AID2025-011512,S0025714,2025FA,2025-26,0,0,0,1,5500
AID2025-011513,S0034059,2025FA,2025-26,1,1,7395,0,0
AID2025-011514,S0011014,2025FA,2025-26,0,0,0,0,0
AID2025-011515,S0030961,2025FA,2025-26,0,0,0,1,5500
AID2025-011516,S0038434,2025FA,2025-26,0,0,0,0,0
AID2025-011517,S0036747,2025FA,2025-26,1,1,7395,0,0
AID2025-011518,S0001392,2025FA,2025-26,0,0,0,1,5500
AID2025-011519,S0015436,2025FA,2025-26,0,0,0,0,0
AID2025-011520,S0038035,2025FA,2025-26,1,1,7395,0,0
AID2025-011521,S0006461,2025FA,2025-26,0,0,0,1,5500
AID2025-011522,S0034110,2025FA,2025-26,1,1,7395,0,0
AID2025-011523,S0027773,2025FA,2025-26,0,0,0,0,0
AID2025-011524,S0032672,2025FA,2025-26,1,1,7395,1,5500
AID2025-011525,S0033423,2025FA,2025-26,0,0,0,0,0
AID2025-011526,S0013755,2025FA,2025-26,0,0,0,0,0
AID2025-011527,S0022856,2025FA,2025-26,0,0,0,1,5500
AID2025-011528,S0037886,2025FA,2025-26,0,0,0,0,0
AID2025-011529,S0001586,2025FA,2025-26,1,1,7395,0,0
AID2025-011530,S0040240,2025FA,2025-26,0,0,0,1,5500
AID2025-011531,S0037167,2025FA,2025-26,0,0,0,0,0
AID2025-011532,S0006781,2025FA,2025-26,1,1,7395,0,0
AID2025-011533,S0032921,2025FA,2025-26,0,0,0,1,5500
AID2025-011534,S0040385,2025FA,2025-26,0,0,0,0,0
AID2025-011535,S0004223,2025FA,2025-26,0,0,0,0,0
AID2025-011536,S0031233,2025FA,2025-26,0,0,0,1,5500
AID2025-011537,S0036549,2025FA,2025-26,0,0,0,0,0
AID2025-011538,S0036679,2025FA,2025-26,0,0,0,0,0
AID2025-011539,S0028298,2025FA,2025-26,1,1,7395,1,5500
AID2025-011540,S0033017,2025FA,2025-26,0,0,0,0,0
AID2025-011541,S0036321,2025FA,2025-26,1,1,7395,0,0
AID2025-011542,S0030575,2025FA,2025-26,0,0,0,1,5500
AID2025-011543,S0033433,2025FA,2025-26,1,1,7395,0,0
AID2025-011544,S0007798,2025FA,2025-26,1,0,0,0,0
AID2025-011545,S0034407,2025FA,2025-26,0,0,0,1,5500
AID2025-011546,S0037134,2025FA,2025-26,1,1,7395,0,0
AID2025-011547,S0028589,2025FA,2025-26,1,1,7395,0,0
AID2025-011548,S0011526,2025FA,2025-26,1,1,7395,1,5500
AID2025-011549,S0026215,2025FA,2025-26,0,0,0,0,0
AID2025-011550,S0005178,2025FA,2025-26,0,0,0,0,0
AID2025-011551,S0018467,2025FA,2025-26,1,0,0,1,5500
AID2025-011552,S0025379,2025FA,2025-26,1,1,7395,0,0
AID2025-011553,S0007391,2025FA,2025-26,0,0,0,0,0
AID2025-011554,S0025715,2025FA,2025-26,1,1,7395,1,5500
AID2025-011555,S0027875,2025FA,2025-26,1,1,7395,0,0
AID2025-011556,S0035972,2025FA,2025-26,0,0,0,0,0
AID2025-011557,S0032623,2025FA,2025-26,0,0,0,1,5500
AID2025-011558,S0032736,2025FA,2025-26,0,0,0,0,0
AID2025-011559,S0034311,2025FA,2025-26,0,0,0,0,0
AID2025-011560,S0036022,2025FA,2025-26,0,0,0,1,5500
AID2025-011561,S0036859,2025FA,2025-26,1,1,7395,0,0
AID2025-011562,S0001254,2025FA,2025-26,0,0,0,0,0
AID2025-011563,S0031241,2025FA,2025-26,1,1,7395,1,5500
AID2025-011564,S0010937,2025FA,2025-26,1,1,7395,0,0
AID2025-011565,S0010454,2025FA,2025-26,0,0,0,0,0
AID2025-011566,S0025893,2025FA,2025-26,0,0,0,1,5500
AID2025-011567,S0038343,2025FA,2025-26,0,0,0,0,0
AID2025-011568,S0033466,2025FA,2025-26,0,0,0,0,0
AID2025-011569,S0031478,2025FA,2025-26,0,0,0,1,5500
AID2025-011570,S0036757,2025FA,2025-26,0,0,0,0,0
AID2025-011571,S0013792,2025FA,2025-26,0,0,0,0,0
AID2025-011572,S0033175,2025FA,2025-26,1,0,0,1,5500
AID2025-011573,S0039314,2025FA,2025-26,1,1,7395,0,0
AID2025-011574,S0010654,2025FA,2025-26,0,0,0,0,0
AID2025-011575,S0018971,2025FA,2025-26,1,1,7395,1,5500
AID2025-011576,S0037557,2025FA,2025-26,1,1,7395,0,0
AID2025-011577,S0026995,2025FA,2025-26,0,0,0,0,0
AID2025-011578,S0017364,2025FA,2025-26,1,1,7395,1,5500
AID2025-011579,S0023127,2025FA,2025-26,0,0,0,0,0
AID2025-011580,S0036875,2025FA,2025-26,0,0,0,0,0
AID2025-011581,S0040517,2025FA,2025-26,1,1,7395,1,5500
AID2025-011582,S0017891,2025FA,2025-26,0,0,0,0,0
AID2025-011583,S0035563,2025FA,2025-26,1,1,7395,0,0
AID2025-011584,S0039897,2025FA,2025-26,0,0,0,1,5500
AID2025-011585,S0029518,2025FA,2025-26,1,1,7395,0,0
AID2025-011586,S0033834,2025FA,2025-26,0,0,0,0,0
AID2025-011587,S0028048,2025FA,2025-26,1,1,7395,1,5500
AID2025-011588,S0039589,2025FA,2025-26,1,1,7395,0,0
AID2025-011589,S0025684,2025FA,2025-26,0,0,0,0,0
AID2025-011590,S0011070,2025FA,2025-26,0,0,0,1,5500
AID2025-011591,S0023654,2025FA,2025-26,0,0,0,0,0
AID2025-011592,S0006870,2025FA,2025-26,0,0,0,0,0
AID2025-011593,S0024207,2025FA,2025-26,0,0,0,1,5500
AID2025-011594,S0030302,2025FA,2025-26,1,1,7395,0,0
AID2025-011595,S0026825,2025FA,2025-26,0,0,0,0,0
AID2025-011596,S0009010,2025FA,2025-26,0,0,0,1,5500
AID2025-011597,S0004423,2025FA,2025-26,0,0,0,0,0
AID2025-011598,S0035818,2025FA,2025-26,1,1,7395,0,0
AID2025-011599,S0038887,2025FA,2025-26,1,1,7395,1,5500
AID2025-011600,S0037596,2025FA,2025-26,0,0,0,0,0
AID2025-011601,S0010819,2025FA,2025-26,1,1,7395,0,0
AID2025-011602,S0031818,2025FA,2025-26,0,0,0,1,5500
AID2025-011603,S0027052,2025FA,2025-26,1,1,7395,0,0
AID2025-011604,S0017506,2025FA,2025-26,0,0,0,0,0
AID2025-011605,S0025460,2025FA,2025-26,0,0,0,1,5500
AID2025-011606,S0038741,2025FA,2025-26,0,0,0,0,0
AID2025-011607,S0021808,2025FA,2025-26,1,0,0,0,0
AID2025-011608,S0040034,2025FA,2025-26,1,1,7395,1,5500
AID2025-011609,S0018881,2025FA,2025-26,1,1,7395,0,0
AID2025-011610,S0027236,2025FA,2025-26,0,0,0,0,0
AID2025-011611,S0007491,2025FA,2025-26,0,0,0,1,5500
AID2025-011612,S0028978,2025FA,2025-26,1,1,7395,0,0
AID2025-011613,S0034416,2025FA,2025-26,1,1,7395,0,0
AID2025-011614,S0038391,2025FA,2025-26,0,0,0,1,5500
AID2025-011615,S0024367,2025FA,2025-26,1,1,7395,0,0
AID2025-011616,S0024016,2025FA,2025-26,1,1,7395,0,0
AID2025-011617,S0032675,2025FA,2025-26,1,1,7395,1,5500
AID2025-011618,S0022464,2025FA,2025-26,1,1,7395,0,0
AID2025-011619,S0036724,2025FA,2025-26,0,0,0,0,0
AID2025-011620,S0026136,2025FA,2025-26,1,1,7395,1,5500
AID2025-011621,S0019641,2025FA,2025-26,0,0,0,0,0
AID2025-011622,S0019317,2025FA,2025-26,0,0,0,0,0
AID2025-011623,S0030775,2025FA,2025-26,1,1,7395,1,5500
AID2025-011624,S0005142,2025FA,2025-26,0,0,0,0,0
AID2025-011625,S0032323,2025FA,2025-26,1,1,7395,0,0
AID2025-011626,S0003407,2025FA,2025-26,0,0,0,1,5500
AID2025-011627,S0010420,2025FA,2025-26,0,0,0,0,0
AID2025-011628,S0004680,2025FA,2025-26,0,0,0,0,0
AID2025-011629,S0003435,2025FA,2025-26,0,0,0,1,5500
AID2025-011630,S0018424,2025FA,2025-26,0,0,0,0,0
AID2025-011631,S0040244,2025FA,2025-26,0,0,0,0,0
AID2025-011632,S0039863,2025FA,2025-26,0,0,0,1,5500
AID2025-011633,S0008221,2025FA,2025-26,0,0,0,0,0
AID2025-011634,S0011503,2025FA,2025-26,0,0,0,0,0
AID2025-011635,S0036506,2025FA,2025-26,0,0,0,1,5500
AID2025-011636,S0020741,2025FA,2025-26,0,0,0,0,0
AID2025-011637,S0013738,2025FA,2025-26,0,0,0,0,0
AID2025-011638,S0036142,2025FA,2025-26,0,0,0,1,5500
AID2025-011639,S0010979,2025FA,2025-26,1,1,7395,0,0
AID2025-011640,S0037249,2025FA,2025-26,1,1,7395,0,0
AID2025-011641,S0000963,2025FA,2025-26,0,0,0,1,5500
AID2025-011642,S0029053,2025FA,2025-26,0,0,0,0,0
AID2025-011643,S0037530,2025FA,2025-26,1,1,7395,0,0
AID2025-011644,S0034053,2025FA,2025-26,0,0,0,1,5500
AID2025-011645,S0038993,2025FA,2025-26,1,1,7395,0,0
AID2025-011646,S0033244,2025FA,2025-26,1,1,7395,0,0
AID2025-011647,S0019285,2025FA,2025-26,1,1,7395,1,5500
AID2025-011648,S0040337,2025FA,2025-26,0,0,0,0,0
AID2025-011649,S0017124,2025FA,2025-26,0,0,0,0,0
AID2025-011650,S0012098,2025FA,2025-26,1,1,7395,1,5500
AID2025-011651,S0007850,2025FA,2025-26,0,0,0,0,0
AID2025-011652,S0032299,2025FA,2025-26,0,0,0,0,0
AID2025-011653,S0033224,2025FA,2025-26,0,0,0,1,5500
AID2025-011654,S0039281,2025FA,2025-26,0,0,0,0,0
AID2025-011655,S0035473,2025FA,2025-26,0,0,0,0,0
AID2025-011656,S0033042,2025FA,2025-26,1,0,0,1,5500
AID2025-011657,S0036023,2025FA,2025-26,0,0,0,0,0
AID2025-011658,S0001668,2025FA,2025-26,0,0,0,0,0
AID2025-011659,S0014242,2025FA,2025-26,0,0,0,1,5500
AID2025-011660,S0036103,2025FA,2025-26,1,1,7395,0,0
AID2025-011661,S0022516,2025FA,2025-26,0,0,0,0,0
AID2025-011662,S0030916,2025FA,2025-26,1,1,7395,1,5500
AID2025-011663,S0001024,2025FA,2025-26,0,0,0,0,0
AID2025-011664,S0028082,2025FA,2025-26,1,1,7395,0,0
AID2025-011665,S0009294,2025FA,2025-26,0,0,0,1,5500
AID2025-011666,S0033255,2025FA,2025-26,0,0,0,0,0
AID2025-011667,S0004545,2025FA,2025-26,1,1,7395,0,0
AID2025-011668,S0029096,2025FA,2025-26,1,1,7395,1,5500
AID2025-011669,S0027281,2025FA,2025-26,1,1,7395,0,0
AID2025-011670,S0033293,2025FA,2025-26,0,0,0,0,0
AID2025-011671,S0022376,2025FA,2025-26,1,1,7395,1,5500
